X,Y,CDP,INLINE,dip,var,Ins_Fre,Ins_phase,Max_Amp,label
413235.14,4192544.22,275,186,2.7241,0.0001,51.2839,-0.0039,9691014.0,1
413579.88,4193819.29,344,441,7.0022,0.0009,51.082,0.0076,1724552.0,1
416990.05,4192964.97,1026,270,6.2967,0.0023,51.118,0.1694,2298269.0,1
413694.9,4193729.31,367,423,8.7367,0.0004,51.051,-0.115,2757936.5,1
413569.98,4193334.29,342,344,8.7944,0.0013,51.3464,-0.0373,2365630.5,1
412964.83,4194099.17,221,497,11.2915,0.0014,51.1858,0.0012,3731553.25,1
413089.78,4194339.19,246,545,14.1064,0.0016,51.0252,-0.0518,2381329.75,1
414709.83,4194084.52,570,494,77.0754,0.1047,55.1269,0.1582,177423.7656,-1
412980.04,4193034.17,224,284,7.0325,0.001,51.0549,-0.0846,3891325.75,1
413454.88,4193834.27,319,444,11.3715,0.0009,50.9763,-0.141,1924260.875,1
414709.84,4194049.52,570,487,53.3249,0.0428,58.7296,-0.2311,215935.4844,-1
417315.13,4192590.04,1091,195,5.949,0.0008,51.0349,-0.1529,3336133.75,1
413944.85,4193989.36,417,475,7.3633,0.0009,50.7752,-0.1167,2336615.25,1
414024.79,4194289.38,433,535,6.9633,0.0008,51.163,-0.0088,3502488.5,1
413734.93,4193599.32,375,397,10.7557,0.0018,51.1579,0.0055,2007940.75,1
414239.91,4193674.42,476,412,6.6377,0.0011,51.0895,0.0118,909508.0625,1
413634.88,4193809.3,355,439,9.1984,0.0007,51.0364,-0.0556,1878348.625,1
416950.07,4192849.96,1018,247,9.728,0.001,51.4443,-0.2081,3267935.75,1
417040.04,4193024.98,1036,282,8.3256,0.001,51.0534,0.0031,3067744.5,1
413829.78,4194339.34,394,545,6.276,0.0007,51.0808,0.0115,2738333.75,1
413944.94,4193524.36,417,382,5.3853,0.001,51.4642,-0.1125,2095868.375,1
416450.13,4192594.86,918,196,5.6046,0.001,51.7226,-0.1767,1156271.75,1
417020.03,4193084.98,1032,294,7.8851,0.0013,51.1963,-0.0451,3065471.5,1
413420.12,4192624.26,312,202,16.3097,0.0023,51.029,-0.0789,4187754.0,1
412879.97,4193399.15,204,357,9.5311,0.0015,51.1804,-0.1447,4745104.5,1
412904.83,4194079.16,209,493,10.8374,0.0016,50.9659,-0.1254,3290022.5,1
412875.01,4193174.15,203,312,8.8096,0.0008,50.964,-0.1389,3353185.0,1
413650.13,4192594.31,358,196,10.447,0.0012,51.1235,-0.0937,3202276.5,1
412980.14,4192539.17,224,185,8.2423,0.0006,51.2578,0.0045,8640118.0,1
417290.08,4192805.03,1086,238,15.8441,0.0029,51.6428,-0.0236,1873033.25,1
413270.09,4192759.23,282,229,11.1831,0.0012,51.3741,0.0415,5174824.0,1
416985.12,4192619.97,1025,201,13.9588,0.0015,51.1322,-0.0914,2402779.0,1
414039.93,4193599.38,436,397,11.8094,0.0033,51.0186,0.0371,1428470.625,1
412970.04,4193024.17,222,282,6.0375,0.0009,51.0272,-0.1232,4115195.75,1
413624.98,4193324.3,353,342,7.364,0.0004,51.2198,-0.0134,2588805.75,1
417350.13,4192585.04,1098,194,4.2046,0.0004,51.4796,-0.0508,3698483.5,1
414344.93,4193579.44,497,393,3.4344,0.0005,50.8417,-0.0419,768277.8125,1
416035.0,4193229.78,835,323,22.2858,0.0043,51.1852,-0.1363,1123972.75,1
414579.94,4193509.49,544,379,13.1105,0.0009,50.9106,-0.0441,790040.3125,1
414539.97,4193359.48,536,349,25.1192,0.0011,51.6995,-0.0448,819585.9375,1
413264.87,4193864.23,281,450,13.8666,0.0018,51.1081,-0.02,2609780.75,1
414439.83,4194094.46,516,496,49.4426,0.0162,51.3726,-0.0816,421311.75,-1
413695.04,4193019.31,367,281,9.1567,0.0008,51.145,-0.0335,3916765.25,1
413904.82,4194109.36,409,499,7.2177,0.0018,50.9795,-0.0588,1687197.25,1
413904.93,4193554.36,409,388,8.8756,0.0012,51.3953,-0.1213,2508176.5,1
412984.89,4193779.17,225,433,4.0339,0.0003,50.9911,-0.1201,4913593.0,1
417065.11,4192689.99,1041,215,13.1574,0.0021,51.0212,-0.1194,2639225.25,1
414234.87,4193864.42,475,450,15.4222,0.0023,50.8127,-0.0768,857754.0,1
413969.91,4193699.37,422,417,6.1845,0.0012,51.0777,-0.1361,3289378.25,1
413569.96,4193424.29,342,362,10.0977,0.0013,51.1087,-0.1156,2397079.5,1
416800.09,4192764.93,988,230,3.357,0.0005,51.0819,-0.1891,2503839.5,1
417285.12,4192605.03,1085,198,4.8439,0.0004,51.2354,-0.0615,3066484.5,1
413324.99,4193274.24,293,332,5.9825,0.0009,50.9491,-0.1085,2472608.25,1
413335.05,4192969.24,295,271,25.9408,0.0026,51.0439,-0.0365,1980864.625,1
414084.87,4193864.39,445,450,24.0031,0.0031,51.1012,-0.0321,1807567.875,1
413135.07,4192864.2,255,250,12.5432,0.0011,51.1587,0.0143,3834619.0,1
413219.78,4194309.22,272,539,16.3823,0.0027,51.0819,-0.0495,2202671.0,1
413579.92,4193634.29,344,404,5.3475,0.0004,50.9499,-0.1334,3147787.5,1
416705.14,4192524.91,969,182,13.8803,0.0021,51.1078,-0.032,2160666.0,1
414729.82,4194104.52,574,498,48.0043,0.0386,76.2333,1.2747,165169.0938,-1
414464.81,4194159.47,521,509,17.0119,0.0206,68.1069,0.454,69831.7422,-1
413834.9,4193744.34,395,426,9.6676,0.0009,51.2282,-0.0006,2805758.25,1
413605.14,4192499.3,349,177,4.2529,0.0005,51.1559,-0.081,4112979.0,1
414379.95,4193489.45,504,375,26.1722,0.0014,51.4098,0.008,551825.3125,1
416825.09,4192784.94,993,234,9.2271,0.0006,51.1019,-0.1152,2813585.25,1
414054.79,4194264.39,439,530,6.8242,0.0007,50.9603,-0.0912,3282841.5,1
413659.96,4193414.31,360,360,9.0533,0.001,51.2415,-0.2309,2816987.0,1
413904.89,4193769.36,409,431,4.3612,0.0002,51.2508,0.0265,3426732.5,1
414084.78,4194324.39,445,542,10.3111,0.001,51.0024,-0.0784,2477219.0,1
413430.09,4192779.26,314,233,10.3451,0.0026,51.2223,0.0004,3964335.5,1
413169.8,4194244.21,262,526,26.582,0.0022,51.0234,-0.072,2385262.0,1
414459.99,4193294.47,520,336,7.9696,0.0012,50.8669,-0.0208,1207651.0,1
415925.05,4192964.76,813,270,65.6118,0.0205,51.4412,0.0916,178983.0,1
412949.86,4193909.17,218,459,8.7608,0.001,51.0008,-0.146,4881430.0,1
417020.09,4192749.98,1032,227,9.2913,0.0011,51.1784,-0.1087,3168852.0,1
414784.8,4194209.53,585,519,20.9365,0.0052,51.3496,0.6483,363935.5,-1
412940.15,4192469.16,216,171,7.8378,0.001,51.2242,-0.0665,7969054.0,1
413719.9,4193724.32,372,422,12.429,0.0015,51.1045,-0.0594,2737604.75,1
413425.04,4193044.26,313,286,12.629,0.0094,50.5851,-0.1566,847097.0625,1
413024.79,4194274.18,233,532,8.4795,0.0011,51.2008,-0.0228,4022981.0,1
413525.08,4192829.28,333,243,3.5461,0.0014,50.8458,-0.1946,4952161.5,1
414759.95,4193484.53,580,374,4.8643,0.0016,51.0772,-0.1036,705969.25,1
416775.09,4192794.93,983,236,7.7463,0.0009,51.1103,-0.0226,2464140.75,1
413909.84,4194029.36,410,483,6.7546,0.0012,51.0915,-0.0414,1871771.25,1
413144.76,4194434.21,257,564,10.2626,0.0014,51.1906,-0.0225,2211547.5,1
413735.03,4193094.32,375,296,4.8724,0.0005,51.2142,-0.0489,3248735.0,1
413974.93,4193599.37,423,397,16.7466,0.0035,51.2416,-0.0547,2243482.5,1
413435.07,4192869.26,315,251,18.8141,0.0077,51.0502,-0.0358,2786064.0,1
414104.85,4193959.4,449,469,2.2636,0.0009,50.9957,-0.1224,2679607.75,1
414259.89,4193789.43,480,435,20.8951,0.0031,51.1123,-0.0301,926562.5625,1
414984.79,4194259.57,625,529,65.945,0.2474,87.1425,0.6029,82030.1172,-1
413694.86,4193949.31,367,467,4.4837,0.0006,51.0407,0.0272,1416513.875,1
417340.09,4192765.04,1096,230,6.8801,0.0035,52.8408,-0.2014,2003599.75,1
413535.03,4193094.28,335,296,8.1435,0.0014,51.0701,-0.0179,2598246.0,1
413655.15,4192494.31,359,176,6.35,0.0005,51.3401,-0.0162,3582091.5,1
413604.93,4193599.3,349,397,8.0575,0.0003,51.1564,-0.0597,3258825.25,1
413185.01,4193194.21,265,316,5.66,0.0006,51.0476,-0.0632,2462354.5,1
413874.89,4193769.35,403,431,6.4127,0.0003,51.1192,-0.0975,3264159.5,1
414194.9,4193704.41,467,418,38.2148,0.0018,51.6823,-0.0693,773543.625,1
413155.14,4192534.21,259,184,2.0681,0.0,51.1038,-0.1343,10786520.0,1
413474.93,4193584.27,323,394,7.9622,0.0006,51.1285,-0.0084,3130387.5,1
413184.9,4193739.21,265,425,6.6942,0.0013,51.1807,0.0242,2719645.0,1
413655.06,4192944.31,359,266,10.8951,0.0009,51.1168,-0.062,4512407.0,1
413655.02,4193129.31,359,303,3.9889,0.0003,51.2916,-0.0026,3376879.0,1
415970.03,4193069.77,822,291,7.7548,0.0015,51.0347,-0.0944,1342832.625,1
413615.12,4192634.3,351,204,6.5945,0.0012,51.1385,-0.1286,4716041.5,1
413464.91,4193679.27,321,413,7.4562,0.0007,50.9507,-0.0996,2694408.75,1
415109.85,4193954.6,650,468,61.213,0.0902,62.023,0.866,194551.7031,-1
414219.95,4193499.42,472,377,16.2188,0.0016,50.8692,-0.1623,616680.3125,1
413110.03,4193069.2,250,291,13.347,0.0012,51.0747,-0.0049,2782710.75,1
413629.99,4193274.3,354,332,7.7332,0.0003,51.1273,-0.0163,2506225.0,1
414124.85,4193954.4,453,468,3.0635,0.0017,51.0275,-0.1539,2332347.0,1
413959.78,4194344.37,420,546,11.8858,0.0011,50.9972,-0.0749,3147192.0,1
413685.06,4192944.31,365,266,12.7338,0.0011,50.9746,-0.1326,4645329.5,1
417405.14,4192530.05,1109,183,9.2875,0.0008,51.6465,0.0395,3774791.75,1
417070.11,4192684.99,1042,214,12.9778,0.002,50.9029,-0.169,2615668.75,1
413964.89,4193799.37,421,437,9.6516,0.001,51.1792,-0.0591,3258359.0,1
413839.93,4193584.34,396,394,18.9294,0.0025,51.0673,-0.1297,2174444.5,1
416720.12,4192639.92,972,205,8.6299,0.001,51.1549,-0.1543,1804360.5,1
413229.98,4193319.22,274,341,6.6503,0.0008,51.1994,-0.0498,4009319.0,1
413934.96,4193409.36,415,359,61.0626,0.0057,51.3125,-0.04,851842.125,1
414349.97,4193364.45,498,350,21.6084,0.0014,51.5255,-0.0429,682107.125,1
414104.86,4193904.4,449,458,7.8399,0.0025,50.9906,-0.1414,1942204.25,1
417325.09,4192750.04,1093,227,6.8633,0.002,52.1131,-0.1558,2441020.5,1
413320.05,4192994.24,292,276,12.6674,0.0023,51.1258,0.0039,1676412.25,1
417060.09,4192769.98,1040,231,8.2943,0.0008,51.0882,-0.168,2747587.25,1
413030.06,4192934.18,234,264,8.9444,0.0007,51.052,-0.0309,4195910.5,1
413149.87,4193869.21,258,451,14.3233,0.0023,51.1812,-0.0341,3460748.5,1
413209.78,4194329.22,270,543,15.1405,0.0026,51.1976,-0.0575,2232529.5,1
413680.13,4192594.31,364,196,9.4664,0.0007,51.0251,-0.0856,2942828.5,1
413249.98,4193314.23,278,340,6.2689,0.001,51.0264,-0.1108,3732166.25,1
413014.93,4193564.18,231,390,11.5542,0.0015,51.1989,-0.0091,4362617.0,1
414344.99,4193284.44,497,334,17.0994,0.0024,51.1192,-0.1127,787625.1875,1
413809.96,4193434.34,390,364,5.5301,0.0005,51.0775,-0.1264,2475574.0,1
414369.76,4194454.45,502,568,26.0698,0.0051,51.0187,0.0804,779494.0,1
416150.0,4193249.8,858,327,8.7386,0.0027,51.9856,0.1121,720002.0625,1
412855.12,4192609.15,199,199,8.4355,0.0006,51.0648,-0.0441,5644358.0,1
415640.02,4193144.7,756,306,7.9051,0.0012,56.2971,-0.2918,2333742.25,1
413159.9,4193729.21,260,423,8.6743,0.001,51.22,-0.024,3029003.5,1
412975.03,4193069.17,223,291,8.6751,0.0012,51.0422,-0.1155,3795935.25,1
417085.04,4193044.99,1045,286,10.7851,0.0008,51.109,0.0285,2776135.25,1
413119.77,4194379.2,252,553,8.1155,0.0008,51.2491,0.0368,2189713.75,1
413594.87,4193864.29,347,450,11.6191,0.001,51.13,-0.0295,1709682.625,1
412935.15,4192489.16,215,175,7.3763,0.0006,50.9833,-0.1572,8463309.0,1
412965.06,4192944.17,221,266,8.4362,0.0008,51.1635,-0.0758,4979902.0,1
414164.97,4193384.41,461,354,15.8494,0.0018,50.6069,-0.1569,682861.0625,1
413724.92,4193629.32,373,403,14.6349,0.0013,51.2573,-0.0285,2148217.5,1
412874.81,4194179.15,203,513,6.4067,0.0012,51.1197,0.0336,3092297.75,1
417320.1,4192745.04,1092,226,6.284,0.0018,51.5438,-0.1319,2532148.0,1
413570.05,4192974.29,342,272,8.0762,0.0007,51.1771,-0.0698,4154795.0,1
414349.98,4193349.45,498,347,19.0925,0.0015,51.3611,-0.1083,699709.875,1
413675.08,4192844.31,363,246,7.5998,0.0009,51.1011,-0.0765,5413777.5,1
414204.84,4194044.42,469,486,22.7978,0.0044,51.0573,-0.0364,1899321.0,1
413400.03,4193089.26,308,295,4.0493,0.0024,51.2228,-0.0473,1112948.0,1
413455.01,4193164.27,319,310,18.4837,0.0052,50.9199,-0.1646,1061241.75,1
413030.05,4192979.18,234,273,6.6869,0.0005,51.082,-0.0701,3811806.25,1
412995.15,4192489.18,227,175,6.6761,0.0007,51.1665,-0.0403,8180399.0,1
417200.07,4192890.01,1068,255,13.1938,0.0057,51.6267,-0.2616,1159681.25,1
414244.9,4193729.42,477,423,9.5801,0.0007,50.6035,-0.0999,1193403.0,1
413305.03,4193094.24,289,296,3.2426,0.0004,51.0645,-0.034,1554819.75,1
414149.83,4194054.41,458,488,13.6581,0.0019,50.6781,-0.1888,2528280.75,1
413189.9,4193744.21,266,426,10.6486,0.0012,51.2794,0.0019,2676368.5,1
416470.12,4192639.87,922,205,13.8527,0.0031,51.621,-0.156,1369543.625,1
413750.1,4192709.33,378,219,5.3258,0.0006,51.26,-0.0751,4640496.5,1
413889.95,4193454.35,406,368,6.9873,0.0019,51.145,-0.1074,2195719.75,1
413139.94,4193504.2,256,378,5.1075,0.0003,51.0635,-0.074,4090290.75,1
414474.81,4194169.47,523,511,44.8745,0.0529,90.3968,-0.7075,53005.4375,-1
414139.87,4193879.4,456,453,36.7441,0.0067,51.2504,0.0092,1084663.125,1
414329.99,4193289.44,494,335,15.5179,0.0017,51.2062,-0.1013,759617.0,1
413974.99,4193269.37,423,331,38.4891,0.0119,50.1144,0.3072,618885.3125,1
412990.0,4193229.17,226,323,0.6586,0.0003,51.0364,0.0203,3287030.0,1
415755.02,4193114.72,779,300,21.6575,0.0022,51.3945,-0.0904,1157799.0,1
414554.79,4194259.49,539,529,29.5613,0.0209,74.0088,1.0481,159350.4688,-1
412869.9,4193729.15,202,423,4.4935,0.0002,51.0609,-0.0709,4348640.5,1
413144.9,4193709.21,257,419,7.7899,0.0011,51.2041,-0.0038,3230022.75,1
413295.09,4192789.23,287,235,13.3286,0.0015,51.2178,-0.0624,5137188.0,1
416995.12,4192624.97,1027,202,12.9658,0.0015,51.2072,-0.0065,2450151.0,1
414194.93,4193599.41,467,397,6.5418,0.0008,51.2487,-0.0309,708006.625,1
413964.91,4193679.37,421,413,5.8444,0.0011,51.162,-0.0916,3441218.25,1
414289.95,4193474.43,486,372,20.0649,0.0009,51.121,-0.1442,529239.25,1
415485.01,4193169.67,725,311,14.1994,0.0035,55.5011,-0.3171,1362818.75,1
413814.95,4193459.34,391,369,5.6902,0.0005,51.2877,-0.1428,2725645.25,1
417165.06,4192945.01,1061,266,25.2761,0.0076,50.9468,-0.0668,1503958.375,1
414149.92,4193619.41,458,401,13.0279,0.0024,51.0149,0.0357,884178.8125,1
412884.83,4194084.15,205,494,11.2184,0.0018,51.0504,-0.0993,2928244.25,1
416645.11,4192674.9,957,212,10.3884,0.001,51.1336,-0.0722,1923288.25,1
416065.01,4193174.79,841,312,7.9445,0.0019,51.2533,-0.0717,1468721.375,1
413310.08,4192799.24,290,237,11.8835,0.0016,51.1497,-0.1129,4999286.0,1
413304.89,4193779.24,289,433,2.9129,0.0006,51.0065,-0.1123,2449580.75,1
413124.81,4194169.2,253,511,6.4131,0.0005,51.193,-0.0304,4649322.5,1
414244.79,4194259.42,477,529,7.1639,0.0008,51.2867,-0.0228,1544955.875,1
416915.11,4192684.96,1011,214,6.1435,0.0005,51.0358,-0.1141,2921889.75,1
416660.09,4192794.91,960,236,8.3865,0.001,50.9472,-0.1578,2103708.0,1
414584.96,4193419.49,545,361,4.7686,0.0029,50.8101,-0.0495,723735.125,1
414614.96,4193434.5,551,364,15.3968,0.0029,50.4662,-0.0971,643772.75,1
417015.03,4193059.98,1031,289,6.2236,0.0006,51.1823,0.0144,3199822.5,1
414974.78,4194329.57,623,543,35.4122,0.0251,55.7459,0.2019,199583.5313,-1
413595.14,4192519.29,347,181,4.8076,0.0006,51.076,-0.0772,4021045.75,1
413680.09,4192774.31,364,232,8.1138,0.001,51.1339,-0.1636,5672807.0,1
412904.84,4194014.16,209,480,11.5415,0.0012,51.137,-0.0483,3956741.5,1
413765.07,4192874.33,381,252,17.2589,0.0045,51.0568,-0.0854,3125820.0,1
413689.97,4193374.31,366,352,14.2713,0.0022,51.1722,-0.0216,2428396.5,1
413309.96,4193444.24,290,366,3.8967,0.0002,51.3354,-0.0574,5012686.0,1
415780.03,4193074.73,784,292,16.0656,0.0015,51.1012,-0.0568,1031322.75,1
413974.9,4193714.37,423,420,8.862,0.0012,51.2387,0.014,3203333.25,1
413240.03,4193059.22,276,289,9.3797,0.0009,51.1196,0.0248,1850977.375,1
413619.98,4193314.3,352,340,6.9152,0.0004,51.5136,-0.1862,2550254.0,1
413650.12,4192634.31,358,204,9.4576,0.002,51.2337,0.0448,3913283.5,1
415785.04,4193009.73,785,279,4.2504,0.0034,50.5055,-0.16,953679.75,1
414124.98,4193334.4,453,344,10.4551,0.0011,51.0065,-0.0422,581323.3125,1
413025.14,4192519.18,233,181,4.2137,0.0005,51.2243,0.0293,8583583.0,1
416610.13,4192554.9,950,188,7.4321,0.0005,50.9037,-0.1167,2005435.5,1
413125.12,4192614.2,253,200,4.1377,0.0003,51.2611,0.0194,8991851.0,1
413120.13,4192564.2,252,190,0.8707,0.0001,51.0043,-0.1228,10213557.0,1
412949.92,4193629.17,218,403,5.3881,0.0004,51.1968,-0.0071,5134177.0,1
413319.91,4193674.24,292,412,8.1097,0.0005,51.0222,-0.0305,2895754.5,1
414059.94,4193534.39,440,384,40.4917,0.002,51.4609,0.0217,698274.125,1
413664.98,4193334.31,361,344,7.5162,0.0005,51.0955,-0.0679,2504025.5,1
413609.94,4193504.3,350,378,17.2861,0.0024,51.2481,-0.0575,2614294.5,1
416490.13,4192594.87,926,196,18.9844,0.0034,51.2142,-0.033,1374758.0,1
414249.94,4193504.43,478,378,7.7651,0.0008,50.7077,-0.13,674518.5625,1
413534.92,4193629.28,335,403,4.4341,0.0003,51.1244,-0.0231,3148400.0,1
414344.94,4193539.44,497,385,7.4302,0.0018,50.7637,-0.0519,742752.875,1
413129.98,4193339.2,254,345,6.5763,0.0003,51.2029,-0.0142,4638832.5,1
414309.93,4193594.44,490,396,24.505,0.001,51.7909,0.0085,738567.875,1
412969.99,4193264.17,222,330,6.014,0.0004,51.0464,-0.103,3181464.0,1
416665.11,4192649.91,961,207,4.6268,0.0004,51.0211,-0.1747,2005941.25,1
413455.06,4192944.27,319,266,35.6692,0.0035,51.0654,-0.1043,2144359.75,1
415545.02,4193124.68,737,302,11.5418,0.002,52.0276,-0.1335,1312533.875,1
417265.11,4192695.03,1081,216,4.2442,0.0003,51.137,-0.1694,3652702.0,1
413755.07,4192864.33,379,250,13.5218,0.0032,51.2277,-0.0197,3430014.75,1
416995.04,4193034.97,1027,284,5.1401,0.0005,51.3821,0.0346,3339860.25,1
412965.02,4193104.17,221,298,8.6655,0.0009,51.0713,-0.0186,3767857.25,1
413209.91,4193699.22,270,417,4.1603,0.0006,51.122,-0.0229,2344584.0,1
417075.06,4192924.99,1043,262,3.8815,0.0021,50.9657,-0.1006,1576416.875,1
414114.87,4193889.4,451,455,12.5127,0.0029,50.9808,-0.0532,1662471.5,1
416780.08,4192804.93,984,238,6.2284,0.0008,51.0372,-0.0639,2544127.0,1
414789.81,4194174.53,586,512,27.0445,0.0095,78.8875,-1.4649,139596.5313,-1
413634.94,4193539.3,355,385,8.6948,0.0014,51.1744,0.0032,2786235.0,1
413079.8,4194254.19,244,528,11.524,0.0014,50.9002,-0.1147,3373415.25,1
413434.97,4193379.26,315,353,2.178,0.0004,51.285,0.0245,3288894.5,1
412999.87,4193874.18,228,452,11.103,0.0014,51.0932,-0.0062,4383469.5,1
413075.05,4192989.19,243,275,7.3796,0.0005,51.1069,-0.0381,3485244.5,1
415099.85,4193964.59,648,470,29.1232,0.1034,116.4387,0.0425,99994.0781,-1
416885.11,4192674.95,1005,212,2.7288,0.0004,51.0284,-0.058,2634337.5,1
414539.8,4194239.48,536,525,27.7093,0.0099,75.9988,-1.4565,619012.6875,-1
413515.05,4192999.28,331,277,8.2881,0.0018,51.1489,-0.0263,2997793.75,1
413974.84,4194009.37,423,479,18.1688,0.0013,51.0731,-0.0285,2344966.0,1
412919.99,4193264.16,212,330,6.5393,0.0005,51.0296,-0.0392,3307036.25,1
413704.9,4193739.32,369,425,9.0721,0.001,51.0788,-0.1024,2725395.0,1
414729.77,4194394.52,574,556,31.4701,0.0237,58.5138,0.5297,240382.25,-1
412974.82,4194109.17,223,499,11.4402,0.0012,51.0746,-0.0871,3808292.5,1
413869.88,4193819.35,402,441,3.1001,0.0007,51.115,-0.0771,2714432.75,1
412904.84,4194034.16,209,484,10.6795,0.0014,50.9363,-0.1113,3793604.25,1
413494.88,4193824.27,327,442,8.2752,0.0008,51.0623,-0.0336,1863877.75,1
414214.9,4193734.42,471,424,19.4915,0.0025,51.0912,0.0468,1012087.375,1
413555.13,4192549.29,339,187,5.6609,0.0006,51.0575,-0.0969,4424836.0,1
414269.81,4194179.43,482,513,10.4868,0.0021,51.0681,-0.1044,1538248.0,1
414624.95,4193469.5,553,371,28.5344,0.0032,51.1032,-0.0849,681672.9375,1
414009.87,4193889.38,430,455,7.6036,0.0005,50.8886,-0.1579,2948707.25,1
413199.97,4193354.22,268,348,3.6515,0.0003,51.2072,-0.0791,5016166.0,1
413909.87,4193884.36,410,454,4.6533,0.0005,50.978,-0.1216,2441838.25,1
417070.04,4193019.99,1042,281,11.5698,0.0012,51.1045,-0.0226,2802949.0,1
413300.0,4193214.24,288,320,5.4583,0.0005,50.9739,-0.0906,2074206.75,1
413254.95,4193469.23,279,371,2.0768,0.0002,51.1439,0.003,4917581.0,1
412954.81,4194169.17,219,511,7.4673,0.0008,51.2628,-0.0618,3835604.75,1
414179.95,4193479.41,464,373,6.8232,0.0005,51.4933,0.0036,604850.4375,1
417225.11,4192695.02,1073,216,3.9532,0.0003,51.4784,-0.0878,3718423.25,1
413610.03,4193074.3,350,292,7.679,0.0004,51.0709,-0.1052,3420781.0,1
413709.93,4193589.32,370,395,7.4507,0.0013,51.0724,-0.0119,2313942.5,1
414584.79,4194284.49,545,534,26.6038,0.014,51.2892,0.2253,646727.6875,-1
413919.95,4193469.36,412,371,2.5395,0.0029,51.2535,-0.1785,1857421.875,1
413939.85,4193984.36,416,474,6.5042,0.0009,51.0246,0.0273,2333606.25,1
415034.83,4194094.58,635,496,65.3544,0.0991,59.4231,-0.6444,129692.9531,-1
413640.02,4193129.3,356,303,3.3735,0.0004,51.2317,0.0215,3241948.25,1
416940.14,4192544.96,1016,186,8.8927,0.0008,51.0685,-0.1561,2244017.75,1
413464.92,4193619.27,321,401,6.9643,0.0007,51.0002,-0.1044,3122928.25,1
413259.88,4193809.23,280,439,10.329,0.0012,51.1014,-0.0084,2472709.0,1
413435.14,4192529.26,315,183,13.1783,0.0015,51.0843,-0.1267,6252822.0,1
412994.9,4193739.18,227,425,2.4511,0.0002,51.174,0.033,4862799.0,1
413669.94,4193509.31,362,379,18.9932,0.0023,51.2151,-0.0693,2292068.0,1
413764.98,4193339.33,381,345,10.6622,0.0016,51.2353,0.0212,2178973.75,1
414729.82,4194119.52,574,501,20.0083,0.0218,74.8576,0.3609,347353.4375,-1
413660.1,4192729.31,360,223,7.9218,0.0008,51.1858,-0.0774,5587926.5,1
414039.88,4193844.38,436,446,12.9747,0.0022,51.0359,-0.0792,2515476.25,1
413585.06,4192924.29,345,262,10.7306,0.0009,51.2317,0.0023,4791508.0,1
412920.03,4193059.16,212,289,8.4485,0.0009,50.9936,-0.1917,4639711.5,1
412960.02,4193129.17,220,303,9.2196,0.0008,50.8839,-0.131,3848224.75,1
414024.81,4194159.38,433,509,1.4382,0.0003,51.0029,-0.1162,2765042.75,1
416745.11,4192654.92,977,208,7.9357,0.0007,51.2947,-0.0251,1831850.25,1
413015.0,4193209.18,231,319,1.6579,0.0002,51.0915,0.0256,3217714.25,1
415214.87,4193889.62,671,455,82.7522,0.0749,119.3996,-0.6118,181721.2031,-1
412874.89,4193774.15,203,432,6.6427,0.0005,51.0712,-0.0851,4734324.5,1
414169.89,4193754.41,462,428,17.4767,0.0023,50.8981,-0.0836,735788.5,1
415920.04,4193024.76,812,282,83.7025,0.0164,50.9641,0.0725,528203.3125,1
413565.04,4193019.29,341,281,5.5674,0.0005,51.0669,-0.1135,3550534.0,1
413659.95,4193484.31,360,374,13.9521,0.0029,51.3123,0.0034,2401778.75,1
414354.78,4194329.45,499,543,18.5255,0.0038,50.7126,-0.0945,1047238.188,1
412994.94,4193544.18,227,386,10.9601,0.0013,50.9165,-0.1148,4671873.0,1
416885.1,4192734.95,1005,224,4.8204,0.0006,51.0496,-0.0452,2939130.25,1
412914.98,4193349.16,211,347,11.1634,0.0015,51.0011,0.0203,3745512.0,1
414129.9,4193714.4,454,420,26.3391,0.0018,51.2008,-0.0008,827295.75,1
412985.11,4192684.17,225,214,1.5181,0.0001,51.0774,-0.0732,7514188.5,1
413205.05,4192974.22,269,272,5.9481,0.0006,50.908,-0.0964,2861925.75,1
413244.95,4193499.22,277,377,2.6131,0.0002,51.1975,0.0019,4599346.0,1
415985.04,4193014.77,825,280,64.8151,0.0084,51.3442,0.0391,700953.6875,1
413644.98,4193309.3,357,339,4.5728,0.0003,51.3253,-0.1674,2513973.0,1
412909.97,4193389.16,210,355,11.2305,0.0015,51.126,-0.0732,4609254.5,1
414129.86,4193949.4,454,467,8.4333,0.0021,51.1703,-0.0044,2161440.25,1
413320.09,4192794.24,292,236,11.1646,0.0014,51.1134,-0.1027,5031640.5,1
415715.07,4192874.72,771,252,28.9995,0.0155,50.9729,-0.1137,568971.125,1
413464.96,4193419.27,321,361,2.4194,0.0003,51.338,-0.0064,3382171.25,1
412874.95,4193479.15,203,373,4.9725,0.0004,51.1781,-0.1517,6444164.5,1
416795.09,4192784.93,987,234,8.6291,0.0007,51.1431,-0.0422,2613203.0,1
413470.08,4192804.27,322,238,21.2567,0.0042,50.9748,-0.0242,3137605.0,1
413090.04,4193009.19,246,279,7.6488,0.0006,50.895,-0.1202,3249524.75,1
412875.0,4193224.15,203,322,9.6782,0.001,51.1063,-0.1183,3339506.5,1
412999.87,4193894.18,228,456,12.6832,0.0018,51.1197,-0.048,4197956.0,1
413124.88,4193814.2,253,440,9.5333,0.001,51.2058,0.0029,3837794.75,1
413230.07,4192869.22,274,251,9.6257,0.0013,51.0011,-0.1281,3731927.25,1
